"","year","Label (Grouping)","state","series","measure","value"
"255",2017,"HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Virginia","Uninsured.Share",NA,NA
"256",2017,"HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Washington","Total","Estimate",NA
"257",2017,"HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Washington","Total.Uninsured","Estimate",NA
"258",2017,"HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Washington","Uninsured.Share",NA,NA
"259",2017,"HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","West.Virginia","Total","Estimate",NA
"260",2017,"HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","West.Virginia","Total.Uninsured","Estimate",NA
"261",2017,"HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","West.Virginia","Uninsured.Share",NA,NA
"262",2017,"HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Wisconsin","Total","Estimate",NA
"263",2017,"HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Wisconsin","Total.Uninsured","Estimate",NA
"264",2017,"HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Wisconsin","Uninsured.Share",NA,NA
"265",2017,"    Total household population","Alabama","Total","Estimate",4743689
"266",2017,"    Total household population","Alabama","Total.Uninsured","Estimate",444383
"267",2017,"    Total household population","Alabama","Uninsured.Share",NA,NA
"268",2017,"    Total household population","Alaska","Total","Estimate",701326
"269",2017,"    Total household population","Alaska","Total.Uninsured","Estimate",94772
"270",2017,"    Total household population","Alaska","Uninsured.Share",NA,NA
"271",2017,"    Total household population","Arizona","Total","Estimate",6846699
"272",2017,"    Total household population","Arizona","Total.Uninsured","Estimate",689179
"273",2017,"    Total household population","Arizona","Uninsured.Share",NA,NA
"274",2017,"    Total household population","Arkansas","Total","Estimate",2914699
"275",2017,"    Total household population","Arkansas","Total.Uninsured","Estimate",229788
"276",2017,"    Total household population","Arkansas","Uninsured.Share",NA,NA
"277",2017,"    Total household population","California","Total","Estimate",38644779
"278",2017,"    Total household population","California","Total.Uninsured","Estimate",2776699
"279",2017,"    Total household population","California","Uninsured.Share",NA,NA
"280",2017,"    Total household population","Colorado","Total","Estimate",5463674
"281",2017,"    Total household population","Colorado","Total.Uninsured","Estimate",412127
"282",2017,"    Total household population","Colorado","Uninsured.Share",NA,NA
"283",2017,"    Total household population","Connecticut","Total","Estimate",3468516
"284",2017,"    Total household population","Connecticut","Total.Uninsured","Estimate",189786
"285",2017,"    Total household population","Connecticut","Uninsured.Share",NA,NA
"286",2017,"    Total household population","Florida","Total","Estimate",20516712
"287",2017,"    Total household population","Florida","Total.Uninsured","Estimate",2651726
"288",2017,"    Total household population","Florida","Uninsured.Share",NA,NA
"289",2017,"    Total household population","Georgia","Total","Estimate",10137425
"290",2017,"    Total household population","Georgia","Total.Uninsured","Estimate",1360352
"291",2017,"    Total household population","Georgia","Uninsured.Share",NA,NA
"292",2017,"    Total household population","Idaho","Total","Estimate",1683134
"293",2017,"    Total household population","Idaho","Total.Uninsured","Estimate",170643
"294",2017,"    Total household population","Idaho","Uninsured.Share",NA,NA
"295",2017,"    Total household population","Illinois","Total","Estimate",12491645
"296",2017,"    Total household population","Illinois","Total.Uninsured","Estimate",851225
"297",2017,"    Total household population","Illinois","Uninsured.Share",NA,NA
"298",2017,"    Total household population","Indiana","Total","Estimate",6476293
"299",2017,"    Total household population","Indiana","Total.Uninsured","Estimate",531483
"300",2017,"    Total household population","Indiana","Uninsured.Share",NA,NA
"301",2017,"    Total household population","Iowa","Total","Estimate",3044102
"302",2017,"    Total household population","Iowa","Total.Uninsured","Estimate",144529
"303",2017,"    Total household population","Iowa","Uninsured.Share",NA,NA
"304",2017,"    Total household population","Kansas","Total","Estimate",2821693
"305",2017,"    Total household population","Kansas","Total.Uninsured","Estimate",245658
"306",2017,"    Total household population","Kansas","Uninsured.Share",NA,NA
"307",2017,"    Total household population","Kentucky","Total","Estimate",4313044
"308",2017,"    Total household population","Kentucky","Total.Uninsured","Estimate",232672
"309",2017,"    Total household population","Kentucky","Uninsured.Share",NA,NA
"310",2017,"    Total household population","Louisiana","Total","Estimate",4543707
"311",2017,"    Total household population","Louisiana","Total.Uninsured","Estimate",379976
"312",2017,"    Total household population","Louisiana","Uninsured.Share",NA,NA
"313",2017,"    Total household population","Maine","Total","Estimate",1298453
"314",2017,"    Total household population","Maine","Total.Uninsured","Estimate",105534
"315",2017,"    Total household population","Maine","Uninsured.Share",NA,NA
"316",2017,"    Total household population","Maryland","Total","Estimate",5891325
"317",2017,"    Total household population","Maryland","Total.Uninsured","Estimate",363428
"318",2017,"    Total household population","Maryland","Uninsured.Share",NA,NA
"319",2017,"    Total household population","Massachusetts","Total","Estimate",6604986
"320",2017,"    Total household population","Massachusetts","Total.Uninsured","Estimate",184171
"321",2017,"    Total household population","Massachusetts","Uninsured.Share",NA,NA
"322",2017,"    Total household population","Michigan","Total","Estimate",9728598
"323",2017,"    Total household population","Michigan","Total.Uninsured","Estimate",501504
"324",2017,"    Total household population","Michigan","Uninsured.Share",NA,NA
"325",2017,"    Total household population","Minnesota","Total","Estimate",5442336
"326",2017,"    Total household population","Minnesota","Total.Uninsured","Estimate",238393
"327",2017,"    Total household population","Minnesota","Uninsured.Share",NA,NA
"328",2017,"    Total household population","Mississippi","Total","Estimate",2884638
"329",2017,"    Total household population","Mississippi","Total.Uninsured","Estimate",347821
"330",2017,"    Total household population","Mississippi","Uninsured.Share",NA,NA
"331",2017,"    Total household population","Missouri","Total","Estimate",5929702
"332",2017,"    Total household population","Missouri","Total.Uninsured","Estimate",540883
"333",2017,"    Total household population","Missouri","Uninsured.Share",NA,NA
"334",2017,"    Total household population","Montana","Total","Estimate",1019977
"335",2017,"    Total household population","Montana","Total.Uninsured","Estimate",86685
"336",2017,"    Total household population","Montana","Uninsured.Share",NA,NA
"337",2017,"    Total household population","Nebraska","Total","Estimate",1863602
"338",2017,"    Total household population","Nebraska","Total.Uninsured","Estimate",154977
"339",2017,"    Total household population","Nebraska","Uninsured.Share",NA,NA
"340",2017,"    Total household population","Nevada","Total","Estimate",2952931
"341",2017,"    Total household population","Nevada","Total.Uninsured","Estimate",331848
"342",2017,"    Total household population","Nevada","Uninsured.Share",NA,NA
"343",2017,"    Total household population","New.Hampshire","Total","Estimate",1298360
"344",2017,"    Total household population","New.Hampshire","Total.Uninsured","Estimate",75707
"345",2017,"    Total household population","New.Hampshire","Uninsured.Share",NA,NA
"346",2017,"    Total household population","New.Jersey","Total","Estimate",8815784
"347",2017,"    Total household population","New.Jersey","Total.Uninsured","Estimate",685075
"348",2017,"    Total household population","New.Jersey","Uninsured.Share",NA,NA
"349",2017,"    Total household population","New.Mexico","Total","Estimate",2038783
"350",2017,"    Total household population","New.Mexico","Total.Uninsured","Estimate",186022
"351",2017,"    Total household population","New.Mexico","Uninsured.Share",NA,NA
"352",2017,"    Total household population","New.York","Total","Estimate",19256704
"353",2017,"    Total household population","New.York","Total.Uninsured","Estimate",1092609
"354",2017,"    Total household population","New.York","Uninsured.Share",NA,NA
"355",2017,"    Total household population","North.Carolina","Total","Estimate",9948622
"356",2017,"    Total household population","North.Carolina","Total.Uninsured","Estimate",1067451
"357",2017,"    Total household population","North.Carolina","Uninsured.Share",NA,NA
"358",2017,"    Total household population","Ohio","Total","Estimate",11332783
"359",2017,"    Total household population","Ohio","Total.Uninsured","Estimate",680240
"360",2017,"    Total household population","Ohio","Uninsured.Share",NA,NA
"361",2017,"    Total household population","Oklahoma","Total","Estimate",3810819
"362",2017,"    Total household population","Oklahoma","Total.Uninsured","Estimate",540373
"363",2017,"    Total household population","Oklahoma","Uninsured.Share",NA,NA
"364",2017,"    Total household population","Oregon","Total","Estimate",4050459
"365",2017,"    Total household population","Oregon","Total.Uninsured","Estimate",279138
"366",2017,"    Total household population","Oregon","Uninsured.Share",NA,NA
"367",2017,"    Total household population","Pennsylvania","Total","Estimate",12376083
"368",2017,"    Total household population","Pennsylvania","Total.Uninsured","Estimate",681852
"369",2017,"    Total household population","Pennsylvania","Uninsured.Share",NA,NA
"370",2017,"    Total household population","South.Carolina","Total","Estimate",4871381
"371",2017,"    Total household population","South.Carolina","Total.Uninsured","Estimate",536083
"372",2017,"    Total household population","South.Carolina","Uninsured.Share",NA,NA
"373",2017,"    Total household population","South.Dakota","Total","Estimate",833130
"374",2017,"    Total household population","South.Dakota","Total.Uninsured","Estimate",74749
"375",2017,"    Total household population","South.Dakota","Uninsured.Share",NA,NA
"376",2017,"    Total household population","Tennessee","Total","Estimate",6544126
"377",2017,"    Total household population","Tennessee","Total.Uninsured","Estimate",621259
"378",2017,"    Total household population","Tennessee","Uninsured.Share",NA,NA
"379",2017,"    Total household population","Texas","Total","Estimate",27646113
"380",2017,"    Total household population","Texas","Total.Uninsured","Estimate",4785115
"381",2017,"    Total household population","Texas","Uninsured.Share",NA,NA
"382",2017,"    Total household population","Utah","Total","Estimate",3050837
"383",2017,"    Total household population","Utah","Total.Uninsured","Estimate",280578
"384",2017,"    Total household population","Utah","Uninsured.Share",NA,NA
"385",2017,"    Total household population","Virginia","Total","Estimate",8151938
"386",2017,"    Total household population","Virginia","Total.Uninsured","Estimate",720553
"387",2017,"    Total household population","Virginia","Uninsured.Share",NA,NA
"388",2017,"    Total household population","Washington","Total","Estimate",7228335
"389",2017,"    Total household population","Washington","Total.Uninsured","Estimate",441684
"390",2017,"    Total household population","Washington","Uninsured.Share",NA,NA
"391",2017,"    Total household population","West.Virginia","Total","Estimate",1766938
"392",2017,"    Total household population","West.Virginia","Total.Uninsured","Estimate",107477
"393",2017,"    Total household population","West.Virginia","Uninsured.Share",NA,NA
"394",2017,"    Total household population","Wisconsin","Total","Estimate",5646603
"395",2017,"    Total household population","Wisconsin","Total.Uninsured","Estimate",305814
"396",2017,"    Total household population","Wisconsin","Uninsured.Share",NA,NA
"397",2017,"Under $25,000","Alabama","Total","Estimate",20.6
"398",2017,"Under $25,000","Alabama","Total.Uninsured","Estimate",37.4
"399",2017,"Under $25,000","Alabama","Uninsured.Share",NA,NA
"400",2017,"Under $25,000","Alaska","Total","Estimate",9.7
"401",2017,"Under $25,000","Alaska","Total.Uninsured","Estimate",12.4
"402",2017,"Under $25,000","Alaska","Uninsured.Share",NA,NA
"403",2017,"Under $25,000","Arizona","Total","Estimate",15.3
"404",2017,"Under $25,000","Arizona","Total.Uninsured","Estimate",20.5
"405",2017,"Under $25,000","Arizona","Uninsured.Share",NA,NA
"406",2017,"Under $25,000","Arkansas","Total","Estimate",19.6
"407",2017,"Under $25,000","Arkansas","Total.Uninsured","Estimate",24
"408",2017,"Under $25,000","Arkansas","Uninsured.Share",NA,NA
"409",2017,"Under $25,000","California","Total","Estimate",12.3
"410",2017,"Under $25,000","California","Total.Uninsured","Estimate",17.2
"411",2017,"Under $25,000","California","Uninsured.Share",NA,NA
"412",2017,"Under $25,000","Colorado","Total","Estimate",10.7
"413",2017,"Under $25,000","Colorado","Total.Uninsured","Estimate",14.3
"414",2017,"Under $25,000","Colorado","Uninsured.Share",NA,NA
"415",2017,"Under $25,000","Connecticut","Total","Estimate",10.7
"416",2017,"Under $25,000","Connecticut","Total.Uninsured","Estimate",15.6
"417",2017,"Under $25,000","Connecticut","Uninsured.Share",NA,NA
"418",2017,"Under $25,000","Florida","Total","Estimate",15.9
"419",2017,"Under $25,000","Florida","Total.Uninsured","Estimate",22.1
"420",2017,"Under $25,000","Florida","Uninsured.Share",NA,NA
"421",2017,"Under $25,000","Georgia","Total","Estimate",16.4
"422",2017,"Under $25,000","Georgia","Total.Uninsured","Estimate",26.5
"423",2017,"Under $25,000","Georgia","Uninsured.Share",NA,NA
"424",2017,"Under $25,000","Idaho","Total","Estimate",13.2
"425",2017,"Under $25,000","Idaho","Total.Uninsured","Estimate",20.1
"426",2017,"Under $25,000","Idaho","Uninsured.Share",NA,NA
"427",2017,"Under $25,000","Illinois","Total","Estimate",14
"428",2017,"Under $25,000","Illinois","Total.Uninsured","Estimate",21.2
"429",2017,"Under $25,000","Illinois","Uninsured.Share",NA,NA
"430",2017,"Under $25,000","Indiana","Total","Estimate",15.3
"431",2017,"Under $25,000","Indiana","Total.Uninsured","Estimate",22.6
"432",2017,"Under $25,000","Indiana","Uninsured.Share",NA,NA
"433",2017,"Under $25,000","Iowa","Total","Estimate",13
"434",2017,"Under $25,000","Iowa","Total.Uninsured","Estimate",21.4
"435",2017,"Under $25,000","Iowa","Uninsured.Share",NA,NA
"436",2017,"Under $25,000","Kansas","Total","Estimate",13.6
"437",2017,"Under $25,000","Kansas","Total.Uninsured","Estimate",27.2
"438",2017,"Under $25,000","Kansas","Uninsured.Share",NA,NA
"439",2017,"Under $25,000","Kentucky","Total","Estimate",19.9
"440",2017,"Under $25,000","Kentucky","Total.Uninsured","Estimate",25.8
"441",2017,"Under $25,000","Kentucky","Uninsured.Share",NA,NA
"442",2017,"Under $25,000","Louisiana","Total","Estimate",22.8
"443",2017,"Under $25,000","Louisiana","Total.Uninsured","Estimate",31
"444",2017,"Under $25,000","Louisiana","Uninsured.Share",NA,NA
"445",2017,"Under $25,000","Maine","Total","Estimate",13.6
"446",2017,"Under $25,000","Maine","Total.Uninsured","Estimate",21.4
"447",2017,"Under $25,000","Maine","Uninsured.Share",NA,NA
"448",2017,"Under $25,000","Maryland","Total","Estimate",9.5
"449",2017,"Under $25,000","Maryland","Total.Uninsured","Estimate",12.9
"450",2017,"Under $25,000","Maryland","Uninsured.Share",NA,NA
"451",2017,"Under $25,000","Massachusetts","Total","Estimate",11.8
"452",2017,"Under $25,000","Massachusetts","Total.Uninsured","Estimate",14.6
"453",2017,"Under $25,000","Massachusetts","Uninsured.Share",NA,NA
"454",2017,"Under $25,000","Michigan","Total","Estimate",15.6
"455",2017,"Under $25,000","Michigan","Total.Uninsured","Estimate",21.7
"456",2017,"Under $25,000","Michigan","Uninsured.Share",NA,NA
"457",2017,"Under $25,000","Minnesota","Total","Estimate",10.2
"458",2017,"Under $25,000","Minnesota","Total.Uninsured","Estimate",16.3
"459",2017,"Under $25,000","Minnesota","Uninsured.Share",NA,NA
"460",2017,"Under $25,000","Mississippi","Total","Estimate",23.3
"461",2017,"Under $25,000","Mississippi","Total.Uninsured","Estimate",35.4
"462",2017,"Under $25,000","Mississippi","Uninsured.Share",NA,NA
"463",2017,"Under $25,000","Missouri","Total","Estimate",15.7
"464",2017,"Under $25,000","Missouri","Total.Uninsured","Estimate",28.1
"465",2017,"Under $25,000","Missouri","Uninsured.Share",NA,NA
"466",2017,"Under $25,000","Montana","Total","Estimate",15.4
"467",2017,"Under $25,000","Montana","Total.Uninsured","Estimate",16.3
"468",2017,"Under $25,000","Montana","Uninsured.Share",NA,NA
"469",2017,"Under $25,000","Nebraska","Total","Estimate",12.3
"470",2017,"Under $25,000","Nebraska","Total.Uninsured","Estimate",22.5
"471",2017,"Under $25,000","Nebraska","Uninsured.Share",NA,NA
"472",2017,"Under $25,000","Nevada","Total","Estimate",13.2
"473",2017,"Under $25,000","Nevada","Total.Uninsured","Estimate",18.6
"474",2017,"Under $25,000","Nevada","Uninsured.Share",NA,NA
"475",2017,"Under $25,000","New.Hampshire","Total","Estimate",9.8
"476",2017,"Under $25,000","New.Hampshire","Total.Uninsured","Estimate",16.7
"477",2017,"Under $25,000","New.Hampshire","Uninsured.Share",NA,NA
"478",2017,"Under $25,000","New.Jersey","Total","Estimate",10.7
"479",2017,"Under $25,000","New.Jersey","Total.Uninsured","Estimate",19.5
"480",2017,"Under $25,000","New.Jersey","Uninsured.Share",NA,NA
"481",2017,"Under $25,000","New.Mexico","Total","Estimate",20.7
"482",2017,"Under $25,000","New.Mexico","Total.Uninsured","Estimate",26
"483",2017,"Under $25,000","New.Mexico","Uninsured.Share",NA,NA
"484",2017,"Under $25,000","New.York","Total","Estimate",14.9
